Customer_ID,Name,Age,Gender,State,City,Income,Income_Group,Education,Profession,Marital_Status,Family_Size,Spending_Score,Last_Purchase_Date,Total_Transactions,Total_Spent,Recency,Frequency,Preferred_Category,Mobile_App_Usage (mins/day),Website_Activity (mins/day),Customer_Lifetime_Value,Income_Norm,Spending_Score_Norm,Recency_Norm,Frequency_Norm
a6c95457,Darika Choudhury,21,Female,Gujarat,Surat,157847,Low Income,Postgraduate,Business Owner,Single,6,56,4/16/2024,474,337962,27,44,Electronics,114,51,118946.4,-0.833777986,0.196892257,-1.465544947,1.264559389
42f34e15,Ishaan Sharaf,51,Male,Tamil Nadu,Madurai,1147555,Middle Income,Diploma,Homemaker,Married,4,30,3/26/2024,212,73776,324,46,Groceries,82,89,33703.6,-0.137507316,-0.705805446,1.315215359,1.403745268
1c1e4422,Parth Chacko,43,Female,Gujarat,Rajkot,578935,Middle Income,Diploma,Student,Single,1,34,6/14/2024,126,96390,134,37,Clothing,59,12,46004.76,-0.537537859,-0.566928877,-0.46372221,0.777408811
05d52896,Sachi Tandon,67,Other,Uttar Pradesh,Lucknow,156048,Low Income,Others,Student,Married,3,8,10/15/2024,309,294477,104,26,Travel,88,4,35030.22,-0.835043603,-1.46962658,-0.74460709,0.011886474
3d839824,Ria Subramanian,21,Other,Maharashtra,Mumbai,239321,Low Income,Diploma,Business Owner,Divorced,8,49,10/5/2024,108,35856,190,7,Education,63,74,16752.66,-0.776460114,-0.04614174,0.060596231,-1.31037938
058d2e9b,Raksha Mandal,43,Female,Kerala,Kochi,866436,Middle Income,Undergraduate,Business Owner,Married,8,1,12/5/2023,33,26301,277,19,Food & Beverages,5,98,10579.31,-0.335277683,-1.712660577,0.875162382,-0.475264104
0822acaa,Aarnav Radhakrishnan,30,Male,Tamil Nadu,Chennai,236949,Low Income,Diploma,IT Professional,Single,5,6,2/2/2024,110,108570,34,22,Healthcare,83,17,27277.76,-0.778128843,-1.539064865,-1.400005142,-0.266485285
36105395,Qabil Varkey,26,Female,Karnataka,Bengaluru,211311,Low Income,Others,Government Employee,Divorced,6,96,3/3/2024,163,157458,339,45,Technology,110,36,37188.88,-0.796165463,1.585657954,1.455657799,1.334152329
95d43d51,Garima Brahmbhatt,28,Female,Tamil Nadu,Coimbatore,121762,Low Income,Others,Business Owner,Divorced,4,60,3/27/2024,309,203322,203,8,Healthcare,8,86,84530.15,-0.859164188,0.335768826,0.182313012,-1.240786441
44abee28,Ijaya Kapoor,38,Female,Karnataka,Mangaluru,4480071,High Income,Diploma,Student,Divorced,6,97,8/8/2024,119,69139,245,39,Technology,95,9,21863.46,2.206955041,1.620377096,0.575551844,0.91659469
1ee8959f,Suhani Keer,21,Male,Karnataka,Mangaluru,170751,Low Income,Diploma,Government Employee,Married,3,38,4/23/2024,343,293951,153,10,Technology,83,119,100884.47,-0.824699878,-0.428052307,-0.285828453,-1.101600561
31e9aabd,Yashica Chahal,33,Male,Tamil Nadu,Madurai,290352,Low Income,Others,IT Professional,Single,8,21,10/8/2024,111,54501,181,33,Groceries,81,108,13162.69,-0.740559234,-1.018277728,-0.023669233,0.499037052
bfa6587d,Jatin Mahajan,40,Male,Gujarat,Ahmedabad,2730132,High Income,Postgraduate,IT Professional,Single,7,56,5/7/2024,45,5940,77,13,Electronics,53,9,1961.56,0.975853342,0.196892257,-0.997403481,-0.892821742
a1502b42,Vamakshi Kibe,67,Female,Rajasthan,Udaipur,3904935,High Income,Others,Government Employee,Single,2,70,7/17/2024,189,30807,148,48,Technology,101,83,11338.06,1.802340419,0.682960251,-0.3326426,1.542931148
3e58a5b0,Ekani Subramaniam,53,Female,Maharashtra,Mumbai,4090312,High Income,Undergraduate,Student,Single,7,21,12/17/2023,402,234366,39,30,Education,4,106,116754.03,1.932755217,-1.018277728,-1.353190995,0.290258233
1b1eefb6,Lekha Sathe,19,Male,Gujarat,Surat,129438,Low Income,Others,IT Professional,Divorced,6,4,8/29/2024,319,199056,92,7,Travel,79,61,62305.41,-0.853764036,-1.60850315,-0.856961041,-1.31037938
06ab3e37,Frederick Dyal,26,Male,Delhi NCR,Noida,209283,Low Income,Diploma,Student,Single,3,47,6/6/2024,306,101898,213,21,Food & Beverages,59,118,34427.51,-0.797592184,-0.115580025,0.275941306,-0.336078224
e54929cc,Ishita Saha,46,Other,Rajasthan,Jaipur,2524886,High Income,Postgraduate,Business Owner,Divorced,6,35,1/4/2024,203,92771,119,17,Luxury Goods,80,95,23587.41,0.83146048,-0.532209734,-0.60416465,-0.614449983
e9102178,Yochana Virk,50,Other,Maharashtra,Pune,218457,Low Income,Undergraduate,Business Owner,Single,8,21,8/22/2024,56,30688,159,27,Education,41,49,7839.92,-0.791138172,-1.018277728,-0.229651477,0.081479414
c7818a2c,Faraj Grover,35,Other,West Bengal,Kolkata,227478,Low Income,Others,IT Professional,Divorced,5,20,10/1/2024,93,45570,349,26,Education,46,85,18945.97,-0.784791797,-1.052996871,1.549286092,0.011886474
f4c5cd7c,Ucchal Deshmukh,37,Female,Karnataka,Mangaluru,1099672,Middle Income,Diploma,Business Owner,Single,7,99,10/18/2024,275,173800,232,39,Groceries,66,63,37103.99,-0.171193543,1.689815381,0.453835062,0.91659469
776867c8,Charvi Bahl,33,Female,Maharashtra,Nagpur,1174099,Middle Income,Undergraduate,Business Owner,Single,4,78,8/8/2024,242,133584,292,5,Groceries,34,46,34122.12,-0.118833314,0.96071339,1.015604821,-1.44956526
650cb164,Oscar Saxena,46,Female,Rajasthan,Udaipur,559302,Middle Income,Others,IT Professional,Divorced,2,13,12/17/2023,377,148161,163,8,Entertainment,76,95,36738.15,-0.551349894,-1.296030868,-0.19220016,-1.240786441
881d9a91,Kiaan Sandhu,33,Other,Rajasthan,Kota,807599,Middle Income,Diploma,Homemaker,Married,1,83,4/12/2024,156,135252,105,5,Luxury Goods,53,88,60360.52,-0.376670172,1.134309102,-0.73524426,-1.44956526
3767b443,Vidhi Sawhney,20,Female,Uttar Pradesh,Kanpur,440345,Middle Income,Postgraduate,Government Employee,Married,6,10,1/23/2024,455,365365,223,44,Electronics,48,112,47801.59,-0.635037477,-1.400188295,0.369569599,1.264559389
df946d92,Bachittar Jhaveri,66,Male,Punjab,Patiala,1077055,Middle Income,Postgraduate,Business Owner,Divorced,6,9,12/13/2023,385,379995,19,27,Healthcare,48,109,78705.34,-0.187104856,-1.434907437,-1.540447581,0.081479414
8037d4f9,Zashil Pathak,55,Other,West Bengal,Durgapur,1001568,Middle Income,Postgraduate,Homemaker,Divorced,3,18,8/3/2024,423,215730,137,24,Entertainment,101,102,45987.99,-0.240210806,-1.122435156,-0.435633722,-0.127299405
9c7bb95b,Rajata Mane,69,Other,West Bengal,Howrah,236989,Low Income,Others,Business Owner,Married,5,71,5/26/2024,406,279734,24,33,Healthcare,68,14,131538.39,-0.778100702,0.717679393,-1.493633435,0.499037052
20b43812,Pavani Mand,31,Female,Tamil Nadu,Madurai,170608,Low Income,Diploma,Business Owner,Single,4,67,10/14/2024,66,27456,153,31,Clothing,49,13,12873.21,-0.82480048,0.578802823,-0.285828453,0.359851173
716aaab7,Baljiwan Parmer,21,Male,Punjab,Amritsar,3249062,High Income,Postgraduate,Government Employee,Married,6,89,11/4/2024,79,43608,163,50,Education,22,105,8543.36,1.340926413,1.342623957,-0.19220016,1.682117027
5fab5fe7,Harshil Bhatti,37,Female,Karnataka,Bengaluru,1583457,High Income,Postgraduate,Homemaker,Married,1,53,6/2/2024,419,191902,360,16,Travel,17,67,40202.73,0.169154627,0.092734829,1.652277215,-0.684042923
c7e2f865,Yoshita Saran,38,Female,Maharashtra,Nashik,260937,Low Income,Others,IT Professional,Single,3,14,6/17/2024,366,145668,267,36,Education,93,11,39647.63,-0.761253016,-1.261311725,0.781534088,0.707815871
f65e8af8,Mitesh Verma,55,Other,West Bengal,Siliguri,185188,Low Income,Postgraduate,IT Professional,Divorced,1,44,2/13/2024,101,24947,104,28,Travel,80,78,10005.48,-0.814543286,-0.219737452,-0.74460709,0.151072354
211c4df6,Nisha Dube,68,Male,Tamil Nadu,Coimbatore,681377,Middle Income,Diploma,Homemaker,Single,4,32,9/28/2024,354,193992,317,33,Technology,53,90,68177.28,-0.465468764,-0.636367162,1.249675554,0.499037052
b739e468,Baghyawati Sane,36,Male,Delhi NCR,Noida,210861,Low Income,Postgraduate,Homemaker,Divorced,4,92,9/1/2024,171,53694,107,40,Entertainment,47,58,12155.5,-0.796482043,1.446781384,-0.716518602,0.98618763
6359c24a,Krish Zachariah,70,Female,Kerala,Thiruvananthapuram,1093363,Middle Income,Diploma,Business Owner,Single,5,90,10/31/2024,59,24249,105,46,Luxury Goods,10,38,7632.28,-0.175631995,1.377343099,-0.73524426,1.403745268
bf3c0c5f,Balveer Saini,37,Female,Rajasthan,Udaipur,278281,Low Income,Others,IT Professional,Single,1,83,1/23/2024,135,134595,276,16,Entertainment,89,74,14660.52,-0.749051318,1.134309102,0.865799552,-0.684042923
76ff3225,Lila Choudhry,26,Male,Tamil Nadu,Coimbatore,397439,Middle Income,Postgraduate,Government Employee,Single,5,52,5/4/2024,40,6160,29,5,Clothing,86,8,1992.94,-0.665222329,0.058015687,-1.446819288,-1.44956526
e5ac44c0,Raghav Soni,24,Male,Tamil Nadu,Coimbatore,214195,Low Income,Undergraduate,Homemaker,Single,7,87,10/28/2024,368,235152,231,38,Groceries,17,97,78241.56,-0.794136537,1.273185672,0.444472233,0.847001751
0509cfdc,Lopa Samra,65,Male,West Bengal,Howrah,151820,Low Income,Undergraduate,IT Professional,Divorced,3,55,5/26/2024,234,113490,41,13,Technology,4,55,24020.21,-0.838018048,0.162173114,-1.334465336,-0.892821742
5eb1206b,Maya Kashyap,64,Other,Gujarat,Ahmedabad,4239998,High Income,Diploma,Student,Single,3,69,8/7/2024,444,192696,98,36,Luxury Goods,78,57,24433.46,2.038060995,0.648241108,-0.800784066,0.707815871
92f86a3a,Qadim Sane,62,Female,Karnataka,Bengaluru,2712476,High Income,Others,Business Owner,Married,8,39,3/11/2024,487,337978,143,20,Healthcare,71,14,94446.64,0.963432148,-0.393333165,-0.379456746,-0.405671164
ef454f26,Ganga Krish,45,Male,Karnataka,Hubli-Dharwad,174542,Low Income,Others,Business Owner,Divorced,8,27,6/29/2024,29,19227,188,50,Entertainment,104,61,2498.01,-0.822032867,-0.809962874,0.041870573,1.682117027
28ba126e,Amruta Oommen,63,Male,Kerala,Thiruvananthapuram,789619,Middle Income,Postgraduate,Homemaker,Married,2,91,1/31/2024,238,129234,338,47,Luxury Goods,55,7,58725.81,-0.389319303,1.412062242,1.44629497,1.473338208
b2db3b25,Saumya Naik,70,Female,Maharashtra,Nagpur,233922,Low Income,Diploma,IT Professional,Married,6,53,10/6/2024,223,53520,299,26,Healthcare,99,22,7486.97,-0.780258371,0.092734829,1.081144626,0.011886474
ccb60a5b,Darpan Pillay,21,Female,Tamil Nadu,Trichy,1442143,High Income,Diploma,Student,Single,7,49,8/7/2024,274,189882,38,26,Travel,1,45,32733.31,0.069738644,-0.04614174,-1.362553824,0.011886474
e1237fa7,Dayita Rau,41,Female,Uttar Pradesh,Kanpur,153776,Low Income,Diploma,Government Employee,Divorced,2,96,11/5/2024,114,37506,305,46,Travel,35,89,3753.28,-0.836641981,1.585657954,1.137321602,1.403745268
053fb860,Samesh Mohan,21,Other,Karnataka,Bengaluru,360815,Middle Income,Postgraduate,Business Owner,Divorced,6,18,8/6/2024,377,351741,295,2,Groceries,113,120,146449.56,-0.690987724,-1.122435156,1.043693309,-1.658344079
b7ae4f28,Ladli Koshy,32,Female,Karnataka,Hubli-Dharwad,865679,Middle Income,Postgraduate,IT Professional,Divorced,2,44,1/23/2024,131,88294,161,3,Clothing,70,82,40597.3,-0.335810241,-0.219737452,-0.210925819,-1.588751139
d15fdd6e,Arunima Sangha,52,Male,Tamil Nadu,Trichy,195309,Low Income,Others,Government Employee,Divorced,1,24,7/11/2024,18,6750,67,9,Technology,0,21,1109.4,-0.80742305,-0.914120301,-1.091031774,-1.171193501
462dfd6a,Omya Raghavan,48,Other,Uttar Pradesh,Lucknow,2286101,High Income,Others,IT Professional,Single,7,19,6/5/2024,451,85239,173,37,Groceries,81,96,19546.14,0.663472556,-1.087716013,-0.098571867,0.777408811
68a953ce,Ishaan Aurora,39,Female,Gujarat,Rajkot,566455,Middle Income,Undergraduate,Homemaker,Married,1,4,2/10/2024,188,116372,121,4,Healthcare,76,37,23628.89,-0.546317679,-1.60850315,-0.585438991,-1.5191582
45a5a22d,Anmol Raja,32,Male,West Bengal,Kolkata,226993,Low Income,Others,Homemaker,Single,7,78,8/17/2024,451,289091,306,17,Luxury Goods,101,117,143198.48,-0.785133,0.96071339,1.146684432,-0.614449983
846c44b3,Isha Sharma,50,Male,Rajasthan,Kota,4490493,High Income,Others,Business Owner,Divorced,4,85,8/8/2024,363,142296,144,50,Food & Beverages,18,96,15505.82,2.214287035,1.203747387,-0.370093917,1.682117027
c2d2f297,Harish Som,27,Male,Uttar Pradesh,Lucknow,3213789,High Income,Diploma,Business Owner,Married,7,37,6/21/2024,89,32396,111,42,Groceries,82,85,15190.15,1.316111462,-0.462771449,-0.679067284,1.12537351
e9cca361,Diya Patil,47,Other,Maharashtra,Pune,212250,Low Income,Undergraduate,Student,Married,8,88,9/14/2024,219,190968,16,31,Healthcare,116,50,89766.38,-0.795504866,1.307904814,-1.568536069,0.359851173
a9a5bffb,Chandresh Bedi,19,Female,West Bengal,Durgapur,2703733,High Income,Others,IT Professional,Divorced,3,20,8/21/2024,92,55292,102,42,Education,65,116,10176.17,0.957281349,-1.052996871,-0.763332748,1.12537351
8f5c581a,Widisha Bhatt,27,Female,Karnataka,Mangaluru,138699,Low Income,Diploma,Student,Married,8,73,10/25/2024,217,160797,257,26,Healthcare,33,97,23006.08,-0.847248819,0.787117678,0.687905795,0.011886474
e0b53a80,Krisha Yogi,50,Male,West Bengal,Siliguri,291087,Low Income,Postgraduate,Student,Single,4,82,1/18/2024,93,35154,276,34,Entertainment,38,74,4123.06,-0.740042153,1.09958996,0.865799552,0.568629992
43a1d13e,Faris Deshmukh,59,Male,Karnataka,Bengaluru,1845227,High Income,Postgraduate,Government Employee,Married,5,68,2/18/2024,216,189648,32,1,Food & Beverages,22,115,34954.52,0.353312756,0.613521966,-1.4187308,-1.727937019
fc36dd9b,Udarsh Dugal,64,Female,Karnataka,Hubli-Dharwad,768596,Middle Income,Undergraduate,Student,Single,1,3,9/19/2024,425,269875,245,32,Clothing,68,112,56989.93,-0.40410922,-1.643222292,0.575551844,0.429444112
50042da4,Bachittar Pal,59,Female,Punjab,Patiala,140589,Low Income,Postgraduate,IT Professional,Divorced,2,23,2/20/2024,33,7656,44,26,Clothing,38,55,780.69,-0.845919183,-0.948839443,-1.306376848,0.011886474
72903705,Yutika Sathe,64,Female,Uttar Pradesh,Agra,2122523,High Income,Undergraduate,Business Owner,Married,3,66,9/15/2024,299,30199,312,42,Luxury Goods,82,93,6439.2,0.5483936,0.544083681,1.202861408,1.12537351
6bba081b,Ishaan Chauhan,62,Other,Tamil Nadu,Madurai,282508,Low Income,Undergraduate,Business Owner,Married,3,50,3/13/2024,150,83100,292,38,Electronics,79,95,23384.82,-0.746077576,-0.011422598,1.015604821,0.847001751
554e9dcd,Kamya Barad,43,Other,West Bengal,Siliguri,3576269,High Income,Diploma,IT Professional,Married,1,11,8/1/2024,157,156372,55,15,Electronics,107,47,71149.48,1.571120205,-1.365469153,-1.203385726,-0.753635863
167ac0e8,Mohammed Barad,26,Male,Rajasthan,Jodhpur,326693,Middle Income,Postgraduate,IT Professional,Divorced,6,81,6/11/2024,151,68856,85,11,Technology,23,108,15756.97,-0.714992933,1.064870817,-0.922500847,-1.032007622
cb6a0722,Ekantika Wagle,67,Other,Uttar Pradesh,Agra,354126,Middle Income,Diploma,Government Employee,Single,4,27,2/1/2024,208,195104,183,37,Healthcare,57,26,43683.31,-0.69569351,-0.809962874,-0.004943574,0.777408811
58821742,Chaaya Madan,36,Female,Tamil Nadu,Madurai,3061799,High Income,Others,Homemaker,Married,6,45,9/28/2024,387,350622,22,15,Entertainment,54,111,69862.03,1.209184793,-0.18501831,-1.512359093,-0.753635863
801f97a8,Sara Agrawal,67,Male,Tamil Nadu,Madurai,811040,Middle Income,Diploma,IT Professional,Single,3,49,6/7/2024,37,22237,29,34,Groceries,19,89,2450.19,-0.37424939,-0.04614174,-1.446819288,0.568629992
e3267fb2,Falan Gupta,52,Other,Maharashtra,Mumbai,1749377,High Income,Postgraduate,Government Employee,Divorced,4,16,11/8/2024,77,36421,310,26,Groceries,119,101,12060.97,0.285881207,-1.19187344,1.184135749,0.011886474
b54a61d8,Upadhriti Nagi,19,Male,Kerala,Thiruvananthapuram,1071001,Middle Income,Diploma,IT Professional,Single,1,78,9/13/2024,251,71284,36,48,Entertainment,107,90,25138.25,-0.191363913,0.96071339,-1.381279483,1.542931148
23fd243c,Elijah Banerjee,63,Male,Rajasthan,Udaipur,726367,Middle Income,Postgraduate,Homemaker,Married,3,96,1/19/2024,393,245625,293,27,Electronics,17,79,81284.23,-0.433817794,1.585657954,1.024967651,0.081479414
739a306d,Qadim Bahri,47,Other,Punjab,Ludhiana,910858,Middle Income,Postgraduate,Business Owner,Single,1,46,11/7/2024,237,61383,355,42,Technology,93,40,12702.79,-0.304026308,-0.150299168,1.605463068,1.12537351
5910fe59,Prisha Rege,57,Male,West Bengal,Howrah,593488,Middle Income,Undergraduate,Government Employee,Married,6,67,4/15/2024,10,7500,138,19,Healthcare,65,53,848.62,-0.52729966,0.578802823,-0.426270893,-0.475264104
d0dcd5fe,Timothy Khatri,23,Other,Gujarat,Rajkot,667989,Middle Income,Undergraduate,Homemaker,Divorced,3,80,3/26/2024,250,42250,208,27,Education,103,80,13788.09,-0.474887372,1.030151675,0.229127159,0.081479414
ab0ee380,Jeevika Balay,53,Female,Rajasthan,Kota,322085,Middle Income,Postgraduate,Student,Divorced,2,21,1/26/2024,240,115200,85,1,Food & Beverages,78,42,39812.71,-0.718234713,-1.018277728,-0.922500847,-1.727937019
6b38283f,Hema Thakur,46,Other,Uttar Pradesh,Agra,3280058,High Income,Diploma,IT Professional,Married,2,44,11/4/2024,383,322103,316,23,Entertainment,43,83,68136.65,1.362732446,-0.219737452,1.240312725,-0.196892345
66a97c46,Amrita Reddy,35,Female,Karnataka,Bengaluru,173252,Low Income,Undergraduate,Homemaker,Single,4,82,7/10/2024,318,118614,268,23,Food & Beverages,60,102,43467.47,-0.822940396,1.09958996,0.790896918,-0.196892345
2cb553de,Reyansh Virk,67,Male,Kerala,Thrissur,164898,Low Income,Undergraduate,Business Owner,Married,1,2,6/23/2024,186,183768,251,35,Food & Beverages,97,23,87451.31,-0.828817529,-1.677941434,0.631728819,0.638222932
5585f40a,Ubika Madan,63,Male,Rajasthan,Udaipur,3567292,High Income,Diploma,Student,Married,6,21,2/22/2024,289,43928,266,26,Healthcare,19,52,20328.38,1.564804784,-1.018277728,0.772171259,0.011886474
89851671,Dev Datta,59,Male,Punjab,Amritsar,1069273,Middle Income,Diploma,Student,Divorced,3,29,1/9/2024,124,104284,38,49,Entertainment,61,18,23413.52,-0.19257958,-0.740524589,-1.362553824,1.612524087
8e0cef4a,Edhitha Taneja,32,Male,Kerala,Kozhikode,4067606,High Income,Undergraduate,Student,Divorced,1,87,11/18/2023,472,246856,270,35,Technology,42,95,72890.15,1.916781291,1.273185672,0.809622576,0.638222932
7964d84e,Hritik Raghavan,32,Male,Rajasthan,Udaipur,546227,Middle Income,Diploma,Business Owner,Divorced,8,28,10/23/2024,446,232812,219,49,Entertainment,15,85,68234.86,-0.560548303,-0.775243731,0.332118281,1.612524087
9702f7f2,Baghyawati Chopra,18,Other,Maharashtra,Mumbai,4407231,High Income,Diploma,Government Employee,Married,6,24,3/23/2024,329,281953,267,3,Healthcare,104,67,134503.7,2.155711285,-0.914120301,0.781534088,-1.588751139
03b7ff0e,Fitan Kade,45,Male,West Bengal,Howrah,4654094,High Income,Undergraduate,Homemaker,Married,4,64,9/9/2024,5,2400,177,13,Technology,3,88,950.55,2.329382172,0.474645396,-0.06112055,-0.892821742
