Customer_ID,Name,Age,Gender,State,City,Income,Income_Group,Education,Profession,Marital_Status,Family_Size,Spending_Score,Last_Purchase_Date,Total_Transactions,Total_Spent,Recency,Frequency,Preferred_Category,Mobile_App_Usage (mins/day),Website_Activity (mins/day),Customer_Lifetime_Value,Income_Norm,Spending_Score_Norm,Recency_Norm,Frequency_Norm,Cluster
975eaa13,Warhi Lanka,47,Female,Tamil Nadu,Trichy,1460514,High Income,Others,Business Owner,Single,6,57,2024-04-02,213,120345,150,33,Healthcare,80,84,25083.42,0.0826628484971668,0.2316113991426502,-0.3139169412133171,0.499037052091255,0
1327c648,Anya Sarna,40,Male,Kerala,Kozhikode,865449,Middle Income,Postgraduate,Business Owner,Single,7,17,2024-07-06,28,23380,304,6,Technology,22,112,11539.5,-0.3359720485520313,-1.1571542980101015,1.1279587730210794,-1.3799723201494831,1
c6069592,Divya Dube,19,Other,Karnataka,Bengaluru,4388635,High Income,Postgraduate,Homemaker,Single,4,26,2024-05-05,484,48400,168,3,Technology,67,91,18698.23,2.1426287906759125,-0.8446820161507326,-0.1453860135755305,-1.5887511392873428,4
665a19ab,Simon Ranganathan,27,Other,West Bengal,Howrah,1163276,Middle Income,Undergraduate,Homemaker,Single,7,86,2024-09-03,95,26790,257,32,Travel,105,118,11386.71,-0.1264474159766462,1.2384665295783954,0.6879057953001921,0.429444112378635,3
2dcfb3de,Laban Gandhi,66,Female,Kerala,Kozhikode,236924,Low Income,Others,Student,Married,7,25,2024-04-25,135,19170,146,12,Travel,13,57,5388.78,-0.7781464306243214,-0.8794011585795514,-0.3513682584661585,-0.9624146818737636,1
0fa4f792,Yashasvi Kuruvilla,55,Male,Gujarat,Ahmedabad,239401,Low Income,Diploma,Business Owner,Divorced,1,55,2024-04-11,455,72345,168,20,Technology,26,45,21349.77,-0.7764038333618528,0.1621731142850126,-0.1453860135755305,-0.4056711641728041,2
bcbc4eeb,Abha Brahmbhatt,27,Male,Uttar Pradesh,Agra,677386,Middle Income,Others,Business Owner,Divorced,4,44,2024-10-18,391,251804,129,44,Technology,94,6,36260.73,-0.4682764768813119,-0.2197374524319942,-0.5105363567907348,1.264559388930074,0
dc33dd0b,Owen Vig,70,Male,Delhi NCR,Ghaziabad,167965,Low Income,Undergraduate,Business Owner,Single,3,21,2024-11-08,386,255532,179,43,Travel,5,91,69800.64,-0.8266598600238251,-1.0182777282948263,-0.0423948911302164,1.1949664492174543,0
0db20ed8,Aadhya Narayanan,45,Female,Punjab,Amritsar,139956,Low Income,Others,Student,Married,8,46,2024-10-09,3,1377,341,20,Luxury Goods,29,43,386.74,-0.8463645054515532,-0.1502991675743566,1.474383457609863,-0.4056711641728041,1
a0ae8b88,Oviya Mangat,51,Female,Kerala,Kochi,765294,Middle Income,Others,Business Owner,Married,2,6,2024-01-12,352,349536,200,13,Clothing,100,105,133098.32,-0.406432213599484,-1.5390648647271086,0.1542245244472012,-0.8928217421611436,1
d5ca3a23,Zaid Chaudhry,22,Other,Rajasthan,Udaipur,4461079,High Income,Others,Business Owner,Married,1,56,2024-05-16,220,216700,43,4,Education,56,5,43151.79,2.1935939566356515,0.1968922567138314,-1.3157396777268264,-1.519158199574723,4
7bfff82e,Anika Pau,28,Other,Uttar Pradesh,Lucknow,193947,Low Income,Others,IT Professional,Single,3,86,2024-10-19,281,192766,22,6,Food & Beverages,50,82,57858.32,-0.8083812318149197,1.2384665295783954,-1.512359093304244,-1.3799723201494831,2
dcdfab20,Vyanjana Chad,43,Male,West Bengal,Howrah,3791962,High Income,Undergraduate,IT Professional,Married,6,18,2024-03-29,388,161020,31,19,Travel,114,97,69903.92,1.7228626476040865,-1.122435155581283,-1.4280936294853508,-0.475264103885424,4
bd832264,Advik Garg,23,Other,Tamil Nadu,Madurai,172714,Low Income,Diploma,IT Professional,Divorced,8,52,2024-03-02,143,39182,361,22,Groceries,15,67,15817.54,-0.8233188852965488,0.0580156869985561,1.6616400438740704,-0.2664852847475642,1
dce40472,Idika Purohit,50,Male,Maharashtra,Nagpur,764695,Middle Income,Diploma,IT Professional,Single,1,84,2024-11-07,418,153406,22,38,Healthcare,113,38,19083.9,-0.4068536168131371,1.1690282447207578,-1.512359093304244,0.8470017506543546,0
a6c95457,Darika Choudhury,21,Female,Gujarat,Surat,157847,Low Income,Postgraduate,Business Owner,Single,6,56,2024-04-16,474,337962,27,44,Electronics,114,51,118946.4,-0.8337779864274009,0.1968922567138314,-1.4655449467381922,1.264559388930074,0
42f34e15,Ishaan Sharaf,51,Male,Tamil Nadu,Madurai,1147555,Middle Income,Diploma,Homemaker,Married,4,30,2024-03-26,212,73776,324,46,Groceries,82,89,33703.6,-0.1375073156792172,-0.7058054464354574,1.3152153592852869,1.403745268355314,3
1c1e4422,Parth Chacko,43,Female,Gujarat,Rajkot,578935,Middle Income,Diploma,Student,Single,1,34,2024-06-14,126,96390,134,37,Clothing,59,12,46004.76,-0.5375378588301589,-0.5669288767201822,-0.4637222102246829,0.7774088109417346,0
05d52896,Sachi Tandon,67,Other,Uttar Pradesh,Lucknow,156048,Low Income,Others,Student,Married,3,8,2024-10-15,309,294477,104,26,Travel,88,4,35030.22,-0.8350436030907763,-1.469626579869471,-0.744607089620994,0.0118864741029154,0
3d839824,Ria Subramanian,21,Other,Maharashtra,Mumbai,239321,Low Income,Diploma,Business Owner,Divorced,8,49,2024-10-05,108,35856,190,7,Education,63,74,16752.66,-0.776460114258501,-0.0461417402879002,0.0605962313150975,-1.310379380436863,2
058d2e9b,Raksha Mandal,43,Female,Kerala,Kochi,866436,Middle Income,Undergraduate,Business Owner,Married,8,1,2023-12-05,33,26301,277,19,Food & Beverages,5,98,10579.31,-0.3352776829896347,-1.7126605768712029,0.8751623815643995,-0.475264103885424,1
0822acaa,Aarnav Radhakrishnan,30,Male,Tamil Nadu,Chennai,236949,Low Income,Diploma,IT Professional,Single,5,6,2024-02-02,110,108570,34,22,Healthcare,83,17,27277.76,-0.7781288428441189,-1.5390648647271086,-1.4000051415457198,-0.2664852847475642,0
36105395,Qabil Varkey,26,Female,Karnataka,Bengaluru,211311,Low Income,Others,Government Employee,Divorced,6,96,2024-03-03,163,157458,339,45,Technology,110,36,37188.88,-0.7961654631974372,1.5856579538665834,1.4556577989834425,1.3341523286426942,3
95d43d51,Garima Brahmbhatt,28,Female,Tamil Nadu,Coimbatore,121762,Low Income,Others,Business Owner,Divorced,4,60,2024-03-27,309,203322,203,8,Healthcare,8,86,84530.15,-0.8591641883717603,0.3357688264291066,0.1823130123868323,-1.2407864407242433,2
44abee28,Ijaya Kapoor,38,Female,Karnataka,Mangaluru,4480071,High Income,Diploma,Student,Divorced,6,97,2024-08-08,119,69139,245,39,Technology,95,9,21863.46,2.206955041499924,1.6203770962954025,0.5755518435416678,0.9165946903669744,4
1ee8959f,Suhani Keer,21,Male,Karnataka,Mangaluru,170751,Low Income,Diploma,Government Employee,Married,3,38,2024-04-23,343,293951,153,10,Technology,83,119,100884.47,-0.824699877798053,-0.428052307004907,-0.285828453273686,-1.1016005612990034,2
31e9aabd,Yashica Chahal,33,Male,Tamil Nadu,Madurai,290352,Low Income,Others,IT Professional,Single,8,21,2024-10-08,111,54501,181,33,Groceries,81,108,13162.69,-0.7405592337978494,-1.0182777282948263,-0.0236692325037957,0.499037052091255,0
bfa6587d,Jatin Mahajan,40,Male,Gujarat,Ahmedabad,2730132,High Income,Postgraduate,IT Professional,Single,7,56,2024-05-07,45,5940,77,13,Electronics,53,9,1961.56,0.9758533415051726,0.1968922567138314,-0.9974034810776738,-0.8928217421611436,2
a1502b42,Vamakshi Kibe,67,Female,Rajasthan,Udaipur,3904935,High Income,Others,Government Employee,Single,2,70,2024-07-17,189,30807,148,48,Technology,101,83,11338.06,1.80234041931699,0.6829602507172946,-0.3326425998397378,1.5429311477805538,4
3e58a5b0,Ekani Subramaniam,53,Female,Maharashtra,Mumbai,4090312,High Income,Undergraduate,Student,Single,7,21,2023-12-17,402,234366,39,30,Education,4,106,116754.03,1.9327552165413089,-1.0182777282948263,-1.353190994979668,0.2902582329533952,4
1b1eefb6,Lekha Sathe,19,Male,Gujarat,Surat,129438,Low Income,Others,IT Professional,Divorced,6,4,2024-08-29,319,199056,92,7,Travel,79,61,62305.41,-0.8537640363383696,-1.6085031495847462,-0.8569610413795183,-1.310379380436863,1
06ab3e37,Frederick Dyal,26,Male,Delhi NCR,Noida,209283,Low Income,Diploma,Student,Single,3,47,2024-06-06,306,101898,213,21,Food & Beverages,59,118,34427.51,-0.797592183927468,-0.1155800251455378,0.275941305518936,-0.3360782244601841,1
e54929cc,Ishita Saha,46,Other,Rajasthan,Jaipur,2524886,High Income,Postgraduate,Business Owner,Divorced,6,35,2024-01-04,203,92771,119,17,Luxury Goods,80,95,23587.41,0.8314604800870758,-0.5322097342913634,-0.6041646499228385,-0.6144499833106639,4
e9102178,Yochana Virk,50,Other,Maharashtra,Pune,218457,Low Income,Undergraduate,Business Owner,Single,8,21,2024-08-22,56,30688,159,27,Education,41,49,7839.92,-0.7911381721043405,-1.0182777282948263,-0.2296514773944238,0.0814794138155354,0
c7818a2c,Faraj Grover,35,Other,West Bengal,Kolkata,227478,Low Income,Others,IT Professional,Divorced,5,20,2024-10-01,93,45570,349,26,Education,46,85,18945.97,-0.7847917974960527,-1.0529968707236457,1.5492860921155458,0.0118864741029154,1
f4c5cd7c,Ucchal Deshmukh,37,Female,Karnataka,Mangaluru,1099672,Middle Income,Diploma,Business Owner,Single,7,99,2024-10-18,275,173800,232,39,Groceries,66,63,37103.99,-0.1711935428567638,1.68981538115304,0.453835062469933,0.9165946903669744,3
776867c8,Charvi Bahl,33,Female,Maharashtra,Nagpur,1174099,Middle Income,Undergraduate,Business Owner,Single,4,78,2024-08-08,242,133584,292,5,Groceries,34,46,34122.12,-0.1188333141713585,0.960713390147845,1.015604821262555,-1.449565259862103,2
650cb164,Oscar Saxena,46,Female,Rajasthan,Udaipur,559302,Middle Income,Others,IT Professional,Divorced,2,13,2023-12-17,377,148161,163,8,Entertainment,76,95,36738.15,-0.5513498943788249,-1.296030867725377,-0.1922001601415823,-1.2407864407242433,1
881d9a91,Kiaan Sandhu,33,Other,Rajasthan,Kota,807599,Middle Income,Diploma,Homemaker,Married,1,83,2024-04-12,156,135252,105,5,Luxury Goods,53,88,60360.52,-0.3766701719407302,1.134309102291939,-0.7352442603077836,-1.449565259862103,2
3767b443,Vidhi Sawhney,20,Female,Uttar Pradesh,Kanpur,440345,Middle Income,Postgraduate,Government Employee,Married,6,10,2024-01-23,455,365365,223,44,Electronics,48,112,47801.59,-0.6350374771610108,-1.4001882950118334,0.3695695986510396,1.264559388930074,0
df946d92,Bachittar Jhaveri,66,Male,Punjab,Patiala,1077055,Middle Income,Postgraduate,Business Owner,Divorced,6,9,2023-12-13,385,379995,19,27,Healthcare,48,109,78705.34,-0.187104855850406,-1.4349074374406523,-1.5404475812438752,0.0814794138155354,0
8037d4f9,Zashil Pathak,55,Other,West Bengal,Durgapur,1001568,Middle Income,Postgraduate,Homemaker,Divorced,3,18,2024-08-03,423,215730,137,24,Entertainment,101,102,45987.99,-0.2402108064163994,-1.122435155581283,-0.4356337222850518,-0.1272994053223244,0
9c7bb95b,Rajata Mane,69,Other,West Bengal,Howrah,236989,Low Income,Others,Business Owner,Married,5,71,2024-05-26,406,279734,24,33,Healthcare,68,14,131538.39,-0.7781007023957948,0.7176793931461134,-1.4936334346778233,0.499037052091255,0
20b43812,Pavani Mand,31,Female,Tamil Nadu,Madurai,170608,Low Income,Diploma,Business Owner,Single,4,67,2024-10-14,66,27456,153,31,Clothing,49,13,12873.21,-0.8248004799008116,0.5788028234308382,-0.285828453273686,0.3598511726660151,3
716aaab7,Baljiwan Parmer,21,Male,Punjab,Amritsar,3249062,High Income,Postgraduate,Government Employee,Married,6,89,2024-11-04,79,43608,163,50,Education,22,105,8543.36,1.3409264127255274,1.3426239568648517,-0.1922001601415823,1.6821170272057937,4
5fab5fe7,Harshil Bhatti,37,Female,Karnataka,Bengaluru,1583457,High Income,Postgraduate,Homemaker,Married,1,53,2024-06-02,419,191902,360,16,Travel,17,67,40202.73,0.1691546269548472,0.0927348294273749,1.65227721456086,-0.6840429230232838,1
c7e2f865,Yoshita Saran,38,Female,Maharashtra,Nashik,260937,Low Income,Others,IT Professional,Single,3,14,2024-06-17,366,145668,267,36,Education,93,11,39647.63,-0.7612530159841688,-1.2613117252965582,0.7815340884322958,0.7078158712291147,1
f65e8af8,Mitesh Verma,55,Other,West Bengal,Siliguri,185188,Low Income,Postgraduate,IT Professional,Divorced,1,44,2024-02-13,101,24947,104,28,Travel,80,78,10005.48,-0.814543286486685,-0.2197374524319942,-0.744607089620994,0.1510723535281553,0
211c4df6,Nisha Dube,68,Male,Tamil Nadu,Coimbatore,681377,Middle Income,Diploma,Homemaker,Single,4,32,2024-09-28,354,193992,317,33,Technology,53,90,68177.28,-0.4654687636497769,-0.6363671615778198,1.2496755540928142,0.499037052091255,1
b739e468,Baghyawati Sane,36,Male,Delhi NCR,Noida,210861,Low Income,Postgraduate,Homemaker,Divorced,4,92,2024-09-01,171,53694,107,40,Entertainment,47,58,12155.5,-0.7964820432410831,1.4467813841513082,-0.7165186016813628,0.9861876300795944,3
6359c24a,Krish Zachariah,70,Female,Kerala,Thiruvananthapuram,1093363,Middle Income,Diploma,Business Owner,Single,5,90,2024-10-31,59,24249,105,46,Luxury Goods,10,38,7632.28,-0.1756319950686791,1.3773430992936706,-0.7352442603077836,1.403745268355314,3
bf3c0c5f,Balveer Saini,37,Female,Rajasthan,Udaipur,278281,Low Income,Others,IT Professional,Single,1,83,2024-01-23,135,134595,276,16,Entertainment,89,74,14660.52,-0.7490513175908483,1.134309102291939,0.8657995522511891,-0.6840429230232838,3
76ff3225,Lila Choudhry,26,Male,Tamil Nadu,Coimbatore,397439,Middle Income,Postgraduate,Government Employee,Single,5,52,2024-05-04,40,6160,29,5,Clothing,86,8,1992.94,-0.6652223290558339,0.0580156869985561,-1.4468192881117714,-1.449565259862103,2
e5ac44c0,Raghav Soni,24,Male,Tamil Nadu,Coimbatore,214195,Low Income,Undergraduate,Homemaker,Single,7,87,2024-10-28,368,235152,231,38,Groceries,17,97,78241.56,-0.7941365368732711,1.273185672007214,0.4444722331567226,0.8470017506543546,3
0509cfdc,Lopa Samra,65,Male,West Bengal,Howrah,151820,Low Income,Undergraduate,IT Professional,Divorced,3,55,2024-05-26,234,113490,41,13,Technology,4,55,24020.21,-0.8380180484786314,0.1621731142850126,-1.334465336353247,-0.8928217421611436,2
5eb1206b,Maya Kashyap,64,Other,Gujarat,Ahmedabad,4239998,High Income,Diploma,Student,Single,3,69,2024-08-07,444,192696,98,36,Luxury Goods,78,57,24433.46,2.0380609952372604,0.6482411082884758,-0.8007840655002562,0.7078158712291147,4
92f86a3a,Qadim Sane,62,Female,Karnataka,Bengaluru,2712476,High Income,Others,Business Owner,Married,8,39,2024-03-11,487,337978,143,20,Healthcare,71,14,94446.64,0.9634321476149242,-0.3933331645760882,-0.3794567464057897,-0.4056711641728041,4
ef454f26,Ganga Krish,45,Male,Karnataka,Hubli-Dharwad,174542,Low Income,Others,Business Owner,Divorced,8,27,2024-06-29,29,19227,188,50,Entertainment,104,61,2498.01,-0.8220328668081385,-0.8099628737219138,0.0418705726886768,1.6821170272057937,0
28ba126e,Amruta Oommen,63,Male,Kerala,Thiruvananthapuram,789619,Middle Income,Postgraduate,Homemaker,Married,2,91,2024-01-31,238,129234,338,47,Luxury Goods,55,7,58725.81,-0.3893193034624037,1.4120622417224893,1.446294969670232,1.473338208067934,3
b2db3b25,Saumya Naik,70,Female,Maharashtra,Nagpur,233922,Low Income,Diploma,IT Professional,Married,6,53,2024-10-06,223,53520,299,26,Healthcare,99,22,7486.97,-0.7802583712710436,0.0927348294273749,1.0811446264550275,0.0118864741029154,3
ccb60a5b,Darpan Pillay,21,Female,Tamil Nadu,Trichy,1442143,High Income,Diploma,Student,Single,7,49,2024-08-07,274,189882,38,26,Travel,1,45,32733.31,0.0697386440931255,-0.0461417402879002,-1.3625538242928783,0.0118864741029154,0
e1237fa7,Dayita Rau,41,Female,Uttar Pradesh,Kanpur,153776,Low Income,Diploma,Government Employee,Divorced,2,96,2024-11-05,114,37506,305,46,Travel,35,89,3753.28,-0.8366419805555839,1.5856579538665834,1.1373216023342898,1.403745268355314,3
053fb860,Samesh Mohan,21,Other,Karnataka,Bengaluru,360815,Middle Income,Postgraduate,Business Owner,Divorced,6,18,2024-08-06,377,351741,295,2,Groceries,113,120,146449.56,-0.6909877235413604,-1.122435155581283,1.043693309202186,-1.6583440789999628,1
b7ae4f28,Ladli Koshy,32,Female,Karnataka,Hubli-Dharwad,865679,Middle Income,Postgraduate,IT Professional,Divorced,2,44,2024-01-23,131,88294,161,3,Clothing,70,82,40597.3,-0.3358102409741679,-0.2197374524319942,-0.210925818768003,-1.5887511392873428,2
d15fdd6e,Arunima Sangha,52,Male,Tamil Nadu,Trichy,195309,Low Income,Others,Government Employee,Divorced,1,24,2024-07-11,18,6750,67,9,Technology,0,21,1109.4,-0.8074230495494849,-0.9141203010083702,-1.0910317742097777,-1.1711935010116232,2
462dfd6a,Omya Raghavan,48,Other,Uttar Pradesh,Lucknow,2286101,High Income,Others,IT Professional,Single,7,19,2024-06-05,451,85239,173,37,Groceries,81,96,19546.14,0.6634725562604472,-1.087716013152464,-0.0985718670094786,0.7774088109417346,0
68a953ce,Ishaan Aurora,39,Female,Gujarat,Rajkot,566455,Middle Income,Undergraduate,Homemaker,Married,1,4,2024-02-10,188,116372,121,4,Healthcare,76,37,23628.89,-0.5463176787072714,-1.6085031495847462,-0.5854389912964177,-1.519158199574723,1
45a5a22d,Anmol Raja,32,Male,West Bengal,Kolkata,226993,Low Income,Others,Homemaker,Single,7,78,2024-08-17,451,289091,306,17,Luxury Goods,101,117,143198.48,-0.7851330004319821,0.960713390147845,1.1466844316475002,-0.6144499833106639,3
846c44b3,Isha Sharma,50,Male,Rajasthan,Kota,4490493,High Income,Others,Business Owner,Divorced,4,85,2024-08-08,363,142296,144,50,Food & Beverages,18,96,15505.82,2.214287035310763,1.2037473871495763,-0.3700939170925793,1.6821170272057937,4
c2d2f297,Harish Som,27,Male,Uttar Pradesh,Lucknow,3213789,High Income,Diploma,Business Owner,Married,7,37,2024-06-21,89,32396,111,42,Groceries,82,85,15190.15,1.3161114618821466,-0.4627714494337258,-0.6790672844285214,1.1253735095048345,4
e9cca361,Diya Patil,47,Other,Maharashtra,Pune,212250,Low Income,Undergraduate,Student,Married,8,88,2024-09-14,219,190968,16,31,Healthcare,116,50,89766.38,-0.7955048661730294,1.307904814436033,-1.5685360691835062,0.3598511726660151,2
a9a5bffb,Chandresh Bedi,19,Female,West Bengal,Durgapur,2703733,High Income,Others,IT Professional,Divorced,3,20,2024-08-21,92,55292,102,42,Education,65,116,10176.17,0.9572813491224887,-1.0529968707236457,-0.7633327482474147,1.1253735095048345,0
8f5c581a,Widisha Bhatt,27,Female,Karnataka,Mangaluru,138699,Low Income,Diploma,Student,Married,8,73,2024-10-25,217,160797,257,26,Healthcare,33,97,23006.08,-0.8472488190401374,0.787117678003751,0.6879057953001921,0.0118864741029154,3
e0b53a80,Krisha Yogi,50,Male,West Bengal,Siliguri,291087,Low Income,Postgraduate,Student,Single,4,82,2024-01-18,93,35154,276,34,Entertainment,38,74,4123.06,-0.7400421530598945,1.0995899598631202,0.8657995522511891,0.5686299918038749,3
43a1d13e,Faris Deshmukh,59,Male,Karnataka,Bengaluru,1845227,High Income,Postgraduate,Government Employee,Married,5,68,2024-02-18,216,189648,32,1,Food & Beverages,22,115,34954.52,0.3533127558996997,0.613521965859657,-1.4187308001721404,-1.7279370187125829,2
fc36dd9b,Udarsh Dugal,64,Female,Karnataka,Hubli-Dharwad,768596,Middle Income,Undergraduate,Student,Single,1,3,2024-09-19,425,269875,245,32,Clothing,68,112,56989.93,-0.4041092195903313,-1.643222292013565,0.5755518435416678,0.429444112378635,1
50042da4,Bachittar Pal,59,Female,Punjab,Patiala,140589,Low Income,Postgraduate,IT Professional,Divorced,2,23,2024-02-20,33,7656,44,26,Clothing,38,55,780.69,-0.8459191828568247,-0.948839443437189,-1.306376848413616,0.0118864741029154,0
72903705,Yutika Sathe,64,Female,Uttar Pradesh,Agra,2122523,High Income,Undergraduate,Business Owner,Married,3,66,2024-09-15,299,30199,312,42,Luxury Goods,82,93,6439.2,0.5483935998615432,0.5440836810020194,1.2028614075267623,1.1253735095048345,3
6bba081b,Ishaan Chauhan,62,Other,Tamil Nadu,Madurai,282508,Low Income,Undergraduate,Business Owner,Married,3,50,2024-03-13,150,83100,292,38,Electronics,79,95,23384.82,-0.7460775757142013,-0.0114225978590814,1.015604821262555,0.8470017506543546,3
554e9dcd,Kamya Barad,43,Other,West Bengal,Siliguri,3576269,High Income,Diploma,IT Professional,Married,1,11,2024-08-01,157,156372,55,15,Electronics,107,47,71149.48,1.5711202045949484,-1.3654691525830147,-1.2033857259683018,-0.7536358627359038,4
167ac0e8,Mohammed Barad,26,Male,Rajasthan,Jodhpur,326693,Middle Income,Postgraduate,IT Professional,Divorced,6,81,2024-06-11,151,68856,85,11,Technology,23,108,15756.97,-0.7149929329842157,1.0648708174343011,-0.9225008465719908,-1.0320076215863834,2
cb6a0722,Ekantika Wagle,67,Other,Uttar Pradesh,Agra,354126,Middle Income,Diploma,Government Employee,Single,4,27,2024-02-01,208,195104,183,37,Healthcare,57,26,43683.31,-0.6956935100123545,-0.8099628737219138,-0.0049435738773749,0.7774088109417346,0
58821742,Chaaya Madan,36,Female,Tamil Nadu,Madurai,3061799,High Income,Others,Homemaker,Married,6,45,2024-09-28,387,350622,22,15,Entertainment,54,111,69862.03,1.2091847933627284,-0.1850183100031754,-1.512359093304244,-0.7536358627359038,4
801f97a8,Sara Agrawal,67,Male,Tamil Nadu,Madurai,811040,Middle Income,Diploma,IT Professional,Single,3,49,2024-06-07,37,22237,29,34,Groceries,19,89,2450.19,-0.3742493898736513,-0.0461417402879002,-1.4468192881117714,0.5686299918038749,0
e3267fb2,Falan Gupta,52,Other,Maharashtra,Mumbai,1749377,High Income,Postgraduate,Government Employee,Divorced,4,16,2024-11-08,77,36421,310,26,Groceries,119,101,12060.97,0.2858812066031259,-1.1918734404389206,1.1841357489003417,0.0118864741029154,1
b54a61d8,Upadhriti Nagi,19,Male,Kerala,Thiruvananthapuram,1071001,Middle Income,Diploma,IT Professional,Single,1,78,2024-09-13,251,71284,36,48,Entertainment,107,90,25138.25,-0.1913639127042554,0.960713390147845,-1.381279482919299,1.5429311477805538,0
23fd243c,Elijah Banerjee,63,Male,Rajasthan,Udaipur,726367,Middle Income,Postgraduate,Homemaker,Married,3,96,2024-01-19,393,245625,293,27,Electronics,17,79,81284.23,-0.4338177943972694,1.5856579538665834,1.0249676505757654,0.0814794138155354,3
739a306d,Qadim Bahri,47,Other,Punjab,Ludhiana,910858,Middle Income,Postgraduate,Business Owner,Single,1,46,2024-11-07,237,61383,355,42,Technology,93,40,12702.79,-0.304026308103329,-0.1502991675743566,1.605463067994808,1.1253735095048345,3
